"Id","Label","Classification"
"The Lazarus Effect","The Lazarus Effect","MOVIE"
"David Gelb","David Gelb","DIRECTOR"
"The Lost World: Jurassic Park","The Lost World: Jurassic Park","MOVIE"
"Evan Almighty","Evan Almighty","MOVIE"
"Lost Souls","Lost Souls","MOVIE"
"Janusz Kaminski","Janusz Kaminski","DIRECTOR"
"Goal! The Dream Begins","Goal! The Dream Begins","MOVIE"
"Kuno Becker","Kuno Becker","ACTOR"
"Amnesiac","Amnesiac","MOVIE"
"Olivia Rose Keegan","Olivia Rose Keegan","ACTOR"
"Patrick Bauchau","Patrick Bauchau","ACTOR"
"Mia Barron","Mia Barron","ACTOR"
"Cedar Rapids","Cedar Rapids","MOVIE"
"Shadowlands","Shadowlands","MOVIE"
"Julian Fellowes","Julian Fellowes","ACTOR"
"Harsh Times","Harsh Times","MOVIE"
"The Lake House","The Lake House","MOVIE"
"Alejandro Agresti","Alejandro Agresti","DIRECTOR"
"Beneath the Planet of the Apes","Beneath the Planet of the Apes","MOVIE"
"Linda Harrison","Linda Harrison","ACTOR"
"Gregory Sierra","Gregory Sierra","ACTOR"
"Victor Buono","Victor Buono","ACTOR"
"Ted Post","Ted Post","DIRECTOR"
"20,000 Leagues Under the Sea","20,000 Leagues Under the Sea","MOVIE"
"Robert J. Wilke","Robert J. Wilke","ACTOR"
"Paul Lukas","Paul Lukas","ACTOR"
"The Devil's Own","The Devil's Own","MOVIE"
"eXistenZ","eXistenZ","MOVIE"
"Four Christmases","Four Christmases","MOVIE"
"I Love You, Beth Cooper","I Love You, Beth Cooper","MOVIE"
"Marie Avgeropoulos","Marie Avgeropoulos","ACTOR"
"The Legend of Bagger Vance","The Legend of Bagger Vance","MOVIE"
"Madea Goes to Jail","Madea Goes to Jail","MOVIE"
"Godsend","Godsend","MOVIE"
"Munro Chambers","Munro Chambers","ACTOR"
"Nick Hamm","Nick Hamm","DIRECTOR"
"Police Academy","Police Academy","MOVIE"
"Bubba Smith","Bubba Smith","ACTOR"
"Cinderella","Cinderella","MOVIE"
"Slow Burn","Slow Burn","MOVIE"
"Wayne Beach","Wayne Beach","DIRECTOR"
"Sweet Charity","Sweet Charity","MOVIE"
"Sammy Davis Jr.","Sammy Davis Jr.","ACTOR"
"Ricardo Montalban","Ricardo Montalban","ACTOR"
"Fur: An Imaginary Portrait of Diane Arbus","Fur: An Imaginary Portrait of Diane Arbus","MOVIE"
"Steven Shainberg","Steven Shainberg","DIRECTOR"
"United 93","United 93","MOVIE"
"Christian Clemenson","Christian Clemenson","ACTOR"
"David Alan Basche","David Alan Basche","ACTOR"
"Sphinx","Sphinx","MOVIE"
"Bones","Bones","MOVIE"
"Michaela Conlin","Michaela Conlin","ACTOR"
"Bedazzled","Bedazzled","MOVIE"
"Flash of Genius","Flash of Genius","MOVIE"
"Dylan Authors","Dylan Authors","ACTOR"
"Bill Lake","Bill Lake","ACTOR"
"Victoria Learn","Victoria Learn","ACTOR"
"Marc Abraham","Marc Abraham","DIRECTOR"
"Batman Begins","Batman Begins","MOVIE"
"Starsky & Hutch","Starsky & Hutch","MOVIE"
"Fred Williamson","Fred Williamson","ACTOR"
"Henry & Me","Henry & Me","MOVIE"
"Cyndi Lauper","Cyndi Lauper","ACTOR"
"Barrett Esposito","Barrett Esposito","DIRECTOR"
"Moonrise Kingdom","Moonrise Kingdom","MOVIE"
"Foodfight!","Foodfight!","MOVIE"
"Lawrence Kasanoff","Lawrence Kasanoff","DIRECTOR"
"Monster's Ball","Monster's Ball","MOVIE"
"Marcus Lyle Brown","Marcus Lyle Brown","ACTOR"
"Fuel","Fuel","MOVIE"
"Joshua Tickell","Joshua Tickell","DIRECTOR"
"The Others","The Others","MOVIE"
"Eric Sykes","Eric Sykes","ACTOR"
"Khumba","Khumba","MOVIE"
"Anthony Silverston","Anthony Silverston","DIRECTOR"
"The Patriot","The Patriot","MOVIE"
"Wendy and Lucy","Wendy and Lucy","MOVIE"
"DragonHeart","DragonHeart","MOVIE"
"Terry O'Neill","Terry O'Neill","ACTOR"
"Fruitvale Station","Fruitvale Station","MOVIE"
"Ahna O'Reilly","Ahna O'Reilly","ACTOR"
"Ariana Neal","Ariana Neal","ACTOR"
"The Flower of Evil","The Flower of Evil","MOVIE"
"Nathalie Baye","Nathalie Baye","ACTOR"
"M--lanie Doutey","M--lanie Doutey","ACTOR"
"Warriors of Virtue","Warriors of Virtue","MOVIE"
"Lee Arenberg","Lee Arenberg","ACTOR"
"The Santa Clause","The Santa Clause","MOVIE"
"The Animal","The Animal","MOVIE"
"Colleen Haskell","Colleen Haskell","ACTOR"
"Love Letters","Love Letters","MOVIE"
"Amy Holden Jones","Amy Holden Jones","DIRECTOR"
"What Lies Beneath","What Lies Beneath","MOVIE"
"Filly Brown","Filly Brown","MOVIE"
"Jenni Rivera","Jenni Rivera","ACTOR"
"Jorge Diaz","Jorge Diaz","ACTOR"
"Youssef Delara","Youssef Delara","DIRECTOR"
"Get Real","Get Real","MOVIE"
"Debrah Farentino","Debrah Farentino","ACTOR"
"Galaxy Quest","Galaxy Quest","MOVIE"
"Robin Sachs","Robin Sachs","ACTOR"
"Slacker","Slacker","MOVIE"
"Tommy Pallotta","Tommy Pallotta","ACTOR"
"Jean Caffeine","Jean Caffeine","ACTOR"
"Cloudy with a Chance of Meatballs 2","Cloudy with a Chance of Meatballs 2","MOVIE"
"Melissa Sturm","Melissa Sturm","ACTOR"
"Cody Cameron","Cody Cameron","DIRECTOR"
"My Lucky Star","My Lucky Star","MOVIE"
"Leehom Wang","Leehom Wang","ACTOR"
"Ruby Lin","Ruby Lin","ACTOR"
"Brooklyn","Brooklyn","MOVIE"
"Fiona Glascott","Fiona Glascott","ACTOR"
"Eva Birthistle","Eva Birthistle","ACTOR"
"John Crowley","John Crowley","DIRECTOR"
"Heaven's Gate","Heaven's Gate","MOVIE"
"Memoirs of a Geisha","Memoirs of a Geisha","MOVIE"
"Karl Yune","Karl Yune","ACTOR"
"PCU","PCU","MOVIE"
"Chris Young","Chris Young","ACTOR"
"Hart Bochner","Hart Bochner","DIRECTOR"
"Allegiant","Allegiant","MOVIE"
"My Big Fat Greek Wedding","My Big Fat Greek Wedding","MOVIE"
"Skin Trade","Skin Trade","MOVIE"
"Celina Jade","Celina Jade","ACTOR"
"Ekachai Uekrongtham","Ekachai Uekrongtham","DIRECTOR"
"Midnight Cowboy","Midnight Cowboy","MOVIE"
"Barnard Hughes","Barnard Hughes","ACTOR"
"John McGiver","John McGiver","ACTOR"
"The Book Thief","The Book Thief","MOVIE"
"Sophie N--lisse","Sophie N--lisse","ACTOR"
"Brian Percival","Brian Percival","DIRECTOR"
"Boomerang","Boomerang","MOVIE"
"Bon Cop Bad Cop","Bon Cop Bad Cop","MOVIE"
"Richard Howland","Richard Howland","ACTOR"
"Sarain Boylan","Sarain Boylan","ACTOR"
"Erik Canuel","Erik Canuel","DIRECTOR"
"Saving Silverman","Saving Silverman","MOVIE"
"Neil Diamond","Neil Diamond","ACTOR"
"Kyle Gass","Kyle Gass","ACTOR"
"Trade of Innocents","Trade of Innocents","MOVIE"
"Trieu Tran","Trieu Tran","ACTOR"
"Christopher M. Bessette","Christopher M. Bessette","DIRECTOR"
"America Is Still the Place","America Is Still the Place","MOVIE"
"Patrick Gilles","Patrick Gilles","DIRECTOR"
"Monte Carlo","Monte Carlo","MOVIE"
"Return to the Blue Lagoon","Return to the Blue Lagoon","MOVIE"
"Wayne Pygram","Wayne Pygram","ACTOR"
"Lisa Pelikan","Lisa Pelikan","ACTOR"
"William A. Graham","William A. Graham","DIRECTOR"
"Dude, Where's My Car?","Dude, Where's My Car?","MOVIE"
"McFarland, USA","McFarland, USA","MOVIE"
"Morgan Saylor","Morgan Saylor","ACTOR"
"Valente Rodriguez","Valente Rodriguez","ACTOR"
"Diana Maria Riva","Diana Maria Riva","ACTOR"
"The Open Road","The Open Road","MOVIE"
"Michael Meredith","Michael Meredith","DIRECTOR"
"Hansel & Gretel Get Baked","Hansel & Gretel Get Baked","MOVIE"
"Duane Journey","Duane Journey","DIRECTOR"
"An Inconvenient Truth","An Inconvenient Truth","MOVIE"
"Al Gore","Al Gore","ACTOR"
"Dreamer: Inspired by a True Story","Dreamer: Inspired by a True Story","MOVIE"
"Holmes Osborne","Holmes Osborne","ACTOR"
"The Curse of the Were-Rabbit","The Curse of the Were-Rabbit","MOVIE"
"Geraldine McEwan","Geraldine McEwan","ACTOR"
"Peter Sallis","Peter Sallis","ACTOR"
"Steve Box","Steve Box","DIRECTOR"
"The Unborn","The Unborn","MOVIE"
"Rachel Brosnahan","Rachel Brosnahan","ACTOR"
"Nomad: The Warrior","Nomad: The Warrior","MOVIE"
"The Blood of Heroes","The Blood of Heroes","MOVIE"
"Anna Katarina","Anna Katarina","ACTOR"
"David Webb Peoples","David Webb Peoples","DIRECTOR"
"Black Snake Moan","Black Snake Moan","MOVIE"
"The Punisher","The Punisher","MOVIE"
"Jonathan Hensleigh","Jonathan Hensleigh","DIRECTOR"
"The Guru","The Guru","MOVIE"
"Daisy von Scherler Mayer","Daisy von Scherler Mayer","DIRECTOR"
"George Washington","George Washington","MOVIE"
"Eddie Rouse","Eddie Rouse","ACTOR"
"Damian Jewan Lee","Damian Jewan Lee","ACTOR"
"For Colored Girls","For Colored Girls","MOVIE"
"Riddick","Riddick","MOVIE"
"Dante's Peak","Dante's Peak","MOVIE"
"Jamie Ren--e Smith","Jamie Ren--e Smith","ACTOR"
"The Beaver","The Beaver","MOVIE"
"The Hoax","The Hoax","MOVIE"
"The Limey","The Limey","MOVIE"
"Lesley Ann Warren","Lesley Ann Warren","ACTOR"
"William Lucking","William Lucking","ACTOR"
"Ella Enchanted","Ella Enchanted","MOVIE"
"Joanna Lumley","Joanna Lumley","ACTOR"
"Aberdeen","Aberdeen","MOVIE"
"Sara-Marie Maltha","Sara-Marie Maltha","ACTOR"
"Stellan Skarsg--rd","Stellan Skarsg--rd","ACTOR"
"Hans Petter Moland","Hans Petter Moland","DIRECTOR"
"A Dangerous Method","A Dangerous Method","MOVIE"
"Return to Me","Return to Me","MOVIE"
"The 5th Wave","The 5th Wave","MOVIE"
"Maggie Siff","Maggie Siff","ACTOR"
"Nick Robinson","Nick Robinson","ACTOR"
"J Blakeson","J Blakeson","DIRECTOR"
"Tora! Tora! Tora!","Tora! Tora! Tora!","MOVIE"
"Richard Anderson","Richard Anderson","ACTOR"
"James Whitmore","James Whitmore","ACTOR"
"Lolita","Lolita","MOVIE"
"The Ultimate Gift","The Ultimate Gift","MOVIE"
"The Day the Earth Stood Still","The Day the Earth Stood Still","MOVIE"
"Juan Riedinger","Juan Riedinger","ACTOR"
"Not Another Teen Movie","Not Another Teen Movie","MOVIE"
"JoAnna Garcia Swisher","JoAnna Garcia Swisher","ACTOR"
"Joel Gallen","Joel Gallen","DIRECTOR"
"Fiza","Fiza","MOVIE"
"Manoj Bajpayee","Manoj Bajpayee","ACTOR"
"Jaya Bhaduri","Jaya Bhaduri","ACTOR"
"Khalid Mohamed","Khalid Mohamed","DIRECTOR"
"The Box","The Box","MOVIE"
"A Lot Like Love","A Lot Like Love","MOVIE"
"James Read","James Read","ACTOR"
"The Woman Chaser","The Woman Chaser","MOVIE"
"Marilyn Rising","Marilyn Rising","ACTOR"
"Eugene Roche","Eugene Roche","ACTOR"
"Max Kerstein","Max Kerstein","ACTOR"
"Robinson Devor","Robinson Devor","DIRECTOR"
"Mirror Mirror","Mirror Mirror","MOVIE"
"Time to Choose","Time to Choose","MOVIE"
"Jerry Brown","Jerry Brown","ACTOR"
"Peter Agnefjall","Peter Agnefjall","ACTOR"
"Escape from Planet Earth","Escape from Planet Earth","MOVIE"
"Paul Scheer","Paul Scheer","ACTOR"
"Jonathan Morgan Heit","Jonathan Morgan Heit","ACTOR"
"Cal Brunker","Cal Brunker","DIRECTOR"
"Kama Sutra: A Tale of Love","Kama Sutra: A Tale of Love","MOVIE"
"Oceans","Oceans","MOVIE"
"Rie Miyazawa","Rie Miyazawa","ACTOR"
"Bizarre","Bizarre","MOVIE"
"Rumi Missabu","Rumi Missabu","ACTOR"
"Pierre Prieur","Pierre Prieur","ACTOR"
"Raquel Nave","Raquel Nave","ACTOR"
"--tienne Faure","--tienne Faure","DIRECTOR"
"Brooklyn's Finest","Brooklyn's Finest","MOVIE"
"The Perfect Wave","The Perfect Wave","MOVIE"
"Rachel Hendrix","Rachel Hendrix","ACTOR"
"Diana Vickers","Diana Vickers","ACTOR"
"Bruce Macdonald","Bruce Macdonald","DIRECTOR"
"The Merchant of Venice","The Merchant of Venice","MOVIE"
"The Lords of Salem","The Lords of Salem","MOVIE"
"Ida","Ida","MOVIE"
"Joanna Kulig","Joanna Kulig","ACTOR"
"Agata Trzebuchowska","Agata Trzebuchowska","ACTOR"
"Agata Kulesza","Agata Kulesza","ACTOR"
"Deck the Halls","Deck the Halls","MOVIE"
"Jorge Garcia","Jorge Garcia","ACTOR"
"The Pacifier","The Pacifier","MOVIE"
"Crocodile Dundee","Crocodile Dundee","MOVIE"
"Peter Faiman","Peter Faiman","DIRECTOR"
"Ali","Ali","MOVIE"
"The Waterboy","The Waterboy","MOVIE"
"Walter","Walter","MOVIE"
"Anna Mastro","Anna Mastro","DIRECTOR"
"Bronson","Bronson","MOVIE"
"James Lance","James Lance","ACTOR"
"Matt King","Matt King","ACTOR"
"Animals United","Animals United","MOVIE"
"Reinhard Klooss","Reinhard Klooss","DIRECTOR"
"Inception","Inception","MOVIE"
"Alvin and the Chipmunks","Alvin and the Chipmunks","MOVIE"
"Beth Riesgraf","Beth Riesgraf","ACTOR"
"The Skulls","The Skulls","MOVIE"
"Man on Fire","Man on Fire","MOVIE"
"Moli--re","Moli--re","MOVIE"
"Fabrice Luchini","Fabrice Luchini","ACTOR"
"The Emperor's New Groove","The Emperor's New Groove","MOVIE"
"Garfield","Garfield","MOVIE"
"Mark Christopher Lawrence","Mark Christopher Lawrence","ACTOR"
"Michael Monks","Michael Monks","ACTOR"
"Aliens vs. Predator: Requiem","Aliens vs. Predator: Requiem","MOVIE"
"12 Rounds","12 Rounds","MOVIE"
"Taylor Cole","Taylor Cole","ACTOR"
"102 Dalmatians","102 Dalmatians","MOVIE"
"Lion of the Desert","Lion of the Desert","MOVIE"
"Moustapha Akkad","Moustapha Akkad","DIRECTOR"
"Don't Say a Word","Don't Say a Word","MOVIE"
"Conrad Goode","Conrad Goode","ACTOR"
"Stripes","Stripes","MOVIE"
"Due Date","Due Date","MOVIE"
"Friday the 13th Part 2","Friday the 13th Part 2","MOVIE"
"Betsy Palmer","Betsy Palmer","ACTOR"
"Adrienne King","Adrienne King","ACTOR"
"Amy Steel","Amy Steel","ACTOR"
"Food, Inc.","Food, Inc.","MOVIE"
"Michael Pollan","Michael Pollan","ACTOR"
"Eric Schlosser","Eric Schlosser","ACTOR"
"Barbara Kowalcyk","Barbara Kowalcyk","ACTOR"
"Robert Kenner","Robert Kenner","DIRECTOR"
"It Happened One Night","It Happened One Night","MOVIE"
"Claudette Colbert","Claudette Colbert","ACTOR"
"Alan Hale","Alan Hale","ACTOR"
"Walter Connolly","Walter Connolly","ACTOR"
"New Year's Eve","New Year's Eve","MOVIE"
"Seth Meyers","Seth Meyers","ACTOR"
"On Her Majesty's Secret Service","On Her Majesty's Secret Service","MOVIE"
"Telly Savalas","Telly Savalas","ACTOR"
"George Lazenby","George Lazenby","ACTOR"
"Peter R. Hunt","Peter R. Hunt","DIRECTOR"
"Kung Fu Hustle","Kung Fu Hustle","MOVIE"
"Shengyi Huang","Shengyi Huang","ACTOR"
"Chi Ling Chiu","Chi Ling Chiu","ACTOR"
"Qiu Yuen","Qiu Yuen","ACTOR"
"The Internship","The Internship","MOVIE"
"The River Wild","The River Wild","MOVIE"
"Watchmen","Watchmen","MOVIE"
"Detention of the Dead","Detention of the Dead","MOVIE"
"Max Adler","Max Adler","ACTOR"
"Alex Craig Mann","Alex Craig Mann","DIRECTOR"
"Gettysburg","Gettysburg","MOVIE"
"James Patrick Stuart","James Patrick Stuart","ACTOR"
"The Country Bears","The Country Bears","MOVIE"
"Peter Hastings","Peter Hastings","DIRECTOR"
"Furry Vengeance","Furry Vengeance","MOVIE"
"Loose Cannons","Loose Cannons","MOVIE"
"Alessandro Preziosi","Alessandro Preziosi","ACTOR"
"Lunetta Savino","Lunetta Savino","ACTOR"
"Ferzan Ozpetek","Ferzan Ozpetek","DIRECTOR"
"Toy Story 3","Toy Story 3","MOVIE"
"Lee Unkrich","Lee Unkrich","DIRECTOR"
"The Robe","The Robe","MOVIE"
"Victor Mature","Victor Mature","ACTOR"
"Henry Koster","Henry Koster","DIRECTOR"
"My Dog Skip","My Dog Skip","MOVIE"
"Cody Linley","Cody Linley","ACTOR"
"Focus","Focus","MOVIE"
"RED 2","RED 2","MOVIE"
"Garrick Hagon","Garrick Hagon","ACTOR"
"Another Earth","Another Earth","MOVIE"
"Robin Lord Taylor","Robin Lord Taylor","ACTOR"
"Flint Beverage","Flint Beverage","ACTOR"
"Blast from the Past","Blast from the Past","MOVIE"
"Keanu","Keanu","MOVIE"
"Peter Atencio","Peter Atencio","DIRECTOR"
"Contact","Contact","MOVIE"
"The Covenant","The Covenant","MOVIE"
"Toby Hemingway","Toby Hemingway","ACTOR"
"Menace II Society","Menace II Society","MOVIE"
"5 Days of War","5 Days of War","MOVIE"
"Kenneth Cranham","Kenneth Cranham","ACTOR"
"Ana Imnadze","Ana Imnadze","ACTOR"
"Open Secret","Open Secret","MOVIE"
"Sheldon Leonard","Sheldon Leonard","ACTOR"
"Arthur O'Connell","Arthur O'Connell","ACTOR"
"John Reinhardt","John Reinhardt","DIRECTOR"
"The Guilt Trip","The Guilt Trip","MOVIE"
"Tom Virtue","Tom Virtue","ACTOR"
"Julene Renee","Julene Renee","ACTOR"
"Echo Dr.","Echo Dr.","MOVIE"
"Claire Gordon-Harper","Claire Gordon-Harper","ACTOR"
"Hugh Mun","Hugh Mun","ACTOR"
"Johnathan Hurley","Johnathan Hurley","ACTOR"
"Patrick Ryan Sims","Patrick Ryan Sims","DIRECTOR"
"The Cry of the Owl","The Cry of the Owl","MOVIE"
"Jamie Thraves","Jamie Thraves","DIRECTOR"
"Safe Men","Safe Men","MOVIE"
"Road Hard","Road Hard","MOVIE"
"Jim O'Heir","Jim O'Heir","ACTOR"
"The Iron Giant","The Iron Giant","MOVIE"
"Breakfast of Champions","Breakfast of Champions","MOVIE"
"Alan Rudolph","Alan Rudolph","DIRECTOR"
"Invaders from Mars","Invaders from Mars","MOVIE"
"The Touch","The Touch","MOVIE"
"Necar Zadegan","Necar Zadegan","ACTOR"
"Traci Dinwiddie","Traci Dinwiddie","ACTOR"
"Elea Oberon","Elea Oberon","ACTOR"
"Jane Clark","Jane Clark","DIRECTOR"
"Remember Me, My Love","Remember Me, My Love","MOVIE"
"Laura Morante","Laura Morante","ACTOR"
"Silvio Muccino","Silvio Muccino","ACTOR"
"Giulia Michelini","Giulia Michelini","ACTOR"
"The Specialist","The Specialist","MOVIE"
"Emilio Estefan Jr.","Emilio Estefan Jr.","ACTOR"
"Red Dog","Red Dog","MOVIE"
"Kriv Stenders","Kriv Stenders","DIRECTOR"
"Tea with Mussolini","Tea with Mussolini","MOVIE"
"Paolo Seganti","Paolo Seganti","ACTOR"
"Franco Zeffirelli","Franco Zeffirelli","DIRECTOR"
"Veronika Decides to Die","Veronika Decides to Die","MOVIE"
"Emily Young","Emily Young","DIRECTOR"
"Anything Else","Anything Else","MOVIE"
"Idlewild","Idlewild","MOVIE"
"Bryan Barber","Bryan Barber","DIRECTOR"
"What's the Worst That Could Happen?","What's the Worst That Could Happen?","MOVIE"
"Fair Game","Fair Game","MOVIE"
"Home Alone 2: Lost in New York","Home Alone 2: Lost in New York","MOVIE"
"Miami Vice","Miami Vice","MOVIE"
"Philip Michael Thomas","Philip Michael Thomas","ACTOR"
"John Diehl","John Diehl","ACTOR"
"Sherrybaby","Sherrybaby","MOVIE"
"Michelle Hurst","Michelle Hurst","ACTOR"
"Laurie Collyer","Laurie Collyer","DIRECTOR"
"Alien: Resurrection","Alien: Resurrection","MOVIE"
"Harry Potter and the Goblet of Fire","Harry Potter and the Goblet of Fire","MOVIE"
"Purple Violets","Purple Violets","MOVIE"
"Peter Jacobson","Peter Jacobson","ACTOR"
"Dekalog","Dekalog","MOVIE"
"Krystyna Janda","Krystyna Janda","ACTOR"
"Olaf Lubaszenko","Olaf Lubaszenko","ACTOR"
"Olgierd Lukaszewicz","Olgierd Lukaszewicz","ACTOR"
"Penitentiary","Penitentiary","MOVIE"
"Leon Isaac Kennedy","Leon Isaac Kennedy","ACTOR"
"Chuck Mitchell","Chuck Mitchell","ACTOR"
"Wilbur 'Hi-Fi' White","Wilbur 'Hi-Fi' White","ACTOR"
"Jamaa Fanaka","Jamaa Fanaka","DIRECTOR"
"The Legend of God's Gun","The Legend of God's Gun","MOVIE"
"Joseph Campanella","Joseph Campanella","ACTOR"
"Kirpatrick Thomas","Kirpatrick Thomas","ACTOR"
"Christian Anderson","Christian Anderson","ACTOR"
"Mike Bruce","Mike Bruce","DIRECTOR"
"Fighting Tommy Riley","Fighting Tommy Riley","MOVIE"
"Don Wallace","Don Wallace","ACTOR"
"Christina Chambers","Christina Chambers","ACTOR"
"Eddie O'Flaherty","Eddie O'Flaherty","DIRECTOR"
"A Touch of Frost","A Touch of Frost","MOVIE"
"David Jason","David Jason","ACTOR"
"Bruce Alexander","Bruce Alexander","ACTOR"
"John Lyons","John Lyons","ACTOR"
"The Art of War","The Art of War","MOVIE"
"The Medallion","The Medallion","MOVIE"
"Gordon Chan","Gordon Chan","DIRECTOR"
"Party Monster","Party Monster","MOVIE"
"Marilyn Manson","Marilyn Manson","ACTOR"
"Bubba Ho-Tep","Bubba Ho-Tep","MOVIE"
"Ella Joyce","Ella Joyce","ACTOR"
"Jurassic World","Jurassic World","MOVIE"
"The Banger Sisters","The Banger Sisters","MOVIE"
"Sal Lopez","Sal Lopez","ACTOR"
"Bob Dolman","Bob Dolman","DIRECTOR"
"The Quiet American","The Quiet American","MOVIE"
"Transsiberian","Transsiberian","MOVIE"
"Mac McDonald","Mac McDonald","ACTOR"
"Star Trek II: The Wrath of Khan","Star Trek II: The Wrath of Khan","MOVIE"
"Ocean's Thirteen","Ocean's Thirteen","MOVIE"
"Anderson's Cross","Anderson's Cross","MOVIE"
"Joanna Cassidy","Joanna Cassidy","ACTOR"
"Ryan Carnes","Ryan Carnes","ACTOR"
"Jerome Elston Scott","Jerome Elston Scott","DIRECTOR"
"The Charge of the Light Brigade","The Charge of the Light Brigade","MOVIE"
"Errol Flynn","Errol Flynn","ACTOR"
"The World's End","The World's End","MOVIE"
"Thomas Law","Thomas Law","ACTOR"
"Jasper Levine","Jasper Levine","ACTOR"
"Woman on Top","Woman on Top","MOVIE"
"Fina Torres","Fina Torres","DIRECTOR"
"Blindness","Blindness","MOVIE"
"Joe Pingue","Joe Pingue","ACTOR"
"Y--suke Iseya","Y--suke Iseya","ACTOR"
"The Invention of Lying","The Invention of Lying","MOVIE"
"Ricky Gervais","Ricky Gervais","DIRECTOR"
"An American Carol","An American Carol","MOVIE"
"Chriss Anglin","Chriss Anglin","ACTOR"
"The Wiz","The Wiz","MOVIE"
"Lena Horne","Lena Horne","ACTOR"
"Diana Ross","Diana Ross","ACTOR"
"Theresa Merritt","Theresa Merritt","ACTOR"
"Air Bud","Air Bud","MOVIE"
"Capote","Capote","MOVIE"
"Michael J. Burg","Michael J. Burg","ACTOR"
"Kwesi Ameyaw","Kwesi Ameyaw","ACTOR"
"Bennett Miller","Bennett Miller","DIRECTOR"
"The Fan","The Fan","MOVIE"
"Mean Streets","Mean Streets","MOVIE"
"The Pirate","The Pirate","MOVIE"
"Gladys Cooper","Gladys Cooper","ACTOR"
"Reginald Owen","Reginald Owen","ACTOR"
"Ellen Ross","Ellen Ross","ACTOR"
"Vincente Minnelli","Vincente Minnelli","DIRECTOR"
"Secretary","Secretary","MOVIE"
"Madea's Witness Protection","Madea's Witness Protection","MOVIE"
"Ink","Ink","MOVIE"
"Eme Ikwuakor","Eme Ikwuakor","ACTOR"
"Marty Lindsey","Marty Lindsey","ACTOR"
"Jessica Duffy","Jessica Duffy","ACTOR"
"Jamin Winans","Jamin Winans","DIRECTOR"
"O Brother, Where Art Thou?","O Brother, Where Art Thou?","MOVIE"
"Breakin' All the Rules","Breakin' All the Rules","MOVIE"
"Patrick Cranshaw","Patrick Cranshaw","ACTOR"
"Daniel Taplitz","Daniel Taplitz","DIRECTOR"
"Contagion","Contagion","MOVIE"
"Griffin Kane","Griffin Kane","ACTOR"
